Dim1,Dim2,Revenue
-0.2817446,1.8319484,0
-0.27128375,1.4942708,0
1.6340715,3.7552338,0
-0.2733944,1.4388214,0
-0.26927403,1.5493003,0
-0.2719536,1.4759277,0
-0.31966794,2.1696167,0
-0.27061385,1.512614,0
-0.27983868,1.4026759,0
-0.269944,1.5309572,0
-0.34573287,2.3321314,0
-0.269944,1.5309572,0
-0.28152472,1.7962273,0
1.2837856,-0.84360826,0
1.5840122,-0.3925769,1
-1.9412898,9.3874235,0
-0.85673755,4.8640037,0
-0.2785516,1.6721143,0
-0.28286737,1.8680983,0
-0.2719536,1.4759277,0
-0.157718,3.105618,0
-0.05693633,2.730188,1
-0.28086466,1.6890643,0
-0.28163466,1.8140879,0
-0.269944,1.5309572,0
-0.28266734,1.38717,0
-0.2726237,1.4575846,0
-0.2719536,1.4759277,0
-0.28130466,1.7605064,0
-0.27128375,1.4942708,0
-0.54136497,3.3359563,0
-0.2733944,1.4388214,0
-0.28141466,1.7783668,0
-0.3643508,2.4482133,0
-0.588494,3.566826,0
-0.27983868,1.4026759,0
0.027149253,1.9809269,1
-0.28266734,1.38717,0
-0.2817446,1.8319484,0
0.15856463,2.1384737,1
1.1703784,-1.1213554,0
-0.39997983,2.6433477,0
-0.5570751,3.4129128,0
-0.28152472,1.7962273,0
0.075846486,1.7263978,0
-0.268604,1.5676435,0
-0.28130466,1.7605064,0
-0.28163466,1.8140879,0
-0.28130466,1.7605064,0
-0.37552154,2.5178626,0
-0.27983868,1.4026759,0
-0.2726237,1.4575846,0
1.166331,-1.144971,0
-0.27339435,1.4388213,0
-0.28086466,1.6890643,0
-0.2661816,1.6232562,0
-0.2719536,1.4759277,0
-0.05328781,3.5874956,0
-0.2726237,1.4575846,0
-0.2726237,1.4575846,0
1.8221542,3.5777864,1
-0.28286737,1.8680983,0
1.1683549,-1.1331631,0
1.16768,-1.137099,0
-0.2726237,1.4575846,0
-0.47852755,3.0281303,0
-0.29542387,1.9805698,0
-0.83523613,6.4075823,1
-0.54136497,3.3359563,0
-0.28163466,1.8140879,0
1.166331,-1.144971,0
-0.28502485,1.8869314,0
-0.2733944,1.4388214,0
-0.28185463,1.849809,0
1.1703784,-1.1213554,0
-0.06575138,2.6935594,1
-0.2810846,1.7247852,0
-0.35690385,2.4017806,0
-0.28286737,1.8680983,0
-0.04114724,2.0075958,0
-0.2661816,1.6232562,0
1.2059407,-0.9558822,0
-0.28152472,1.7962273,0
0.12582678,1.860005,1
-0.013859816,2.3846598,0
-0.55183846,3.387261,0
0.06521671,2.2587154,1
-0.5204194,3.2333477,0
-0.26701197,1.6046864,0
-0.26927403,1.5493003,0
-0.29801935,2.031806,0
1.1670057,-1.1410351,0
-0.32339162,2.1928332,0
-0.2726237,1.4575846,0
-0.28266734,1.38717,0
-0.2667732,1.6411705,0
-0.27665377,1.418235,0
1.16768,-1.137099,0
-0.14245611,2.8133054,0
-0.268604,1.5676435,0
-0.12024445,2.7458684,0
-0.2667732,1.6411705,0
-0.2785516,1.6721143,0
-0.2719536,1.4759277,0
-0.26701197,1.6046864,0
-0.2810846,1.7247852,0
-0.2726237,1.4575846,0
-0.27061385,1.512614,0
-0.269944,1.5309572,0
-0.3842706,2.566391,0
1.692996,-0.15338358,1
-0.28130466,1.7605064,0
1.1777993,-1.0780598,0
-0.2809747,1.7069247,0
-0.28152472,1.7962273,0
-0.27983868,1.4026759,0
1.1798229,-1.0662521,0
-0.29715395,2.014727,0
-0.27983868,1.4026759,0
-0.269944,1.5309572,0
1.166331,-1.144971,0
-0.5361288,3.3103044,0
0.10644018,1.6720098,1
-0.2726237,1.4575846,0
-0.29542387,1.9805698,0
-0.33456212,2.2624822,0
-0.3122207,2.123184,0
1.1757752,-1.0898677,0
-0.2667732,1.6411705,0
-0.34945667,2.3553479,0
-0.37552154,2.5178626,0
-0.2726237,1.4575846,0
-0.28119457,1.7426459,0
-0.2914973,1.9434308,0
-0.27665377,1.418235,0
-0.28130466,1.7605064,0
-0.2719536,1.4759277,0
-0.7687548,6.0394797,0
-0.7950229,4.5587277,0
-0.28130466,1.7605064,0
1.0553639,2.9472108,1
-0.31594437,2.1464005,0
-0.268604,1.5676435,0
-0.3010499,2.0535347,0
-0.39997983,2.6433477,0
-0.2661816,1.6232562,0
-0.28266734,1.38717,0
-0.269944,1.5309572,0
-0.2667731,1.6411705,0
-0.2719537,1.4759276,0
-0.26927403,1.5493003,0
0.20259792,2.2873583,0
-0.27061385,1.512614,0
-0.269944,1.5309572,0
-0.27128375,1.4942708,0
-0.2817446,1.8319484,0
5.701841,8.239126,1
-0.2893399,1.9245977,0
-0.2726237,1.4575846,0
-0.29628897,1.9976486,0
-0.4994734,3.1307392,0
-0.268604,1.5676435,0
1.1697038,-1.1252915,0
-0.04088492,1.9804946,0
-0.26784235,1.5861164,0
0.48669183,2.1342778,0
0.12687594,1.8604919,1
-0.29365486,1.962264,0
-0.28718245,1.9057646,0
1.1717278,-1.1134835,0
-0.268604,1.5676435,0
-0.28286737,1.8680983,0
-0.2667732,1.6411705,0
-0.6356222,3.7976959,0
-0.2726237,1.4575846,0
0.54901886,2.0759838,1
1.8006135,3.8504057,1
-0.28266734,1.38717,0
-0.2817446,1.8319484,0
0.81799704,2.618882,1
-0.27339435,1.4388213,0
-0.269944,1.5309572,0
-0.27665377,1.418235,0
-0.28266734,1.38717,0
-0.2733944,1.4388214,0
-0.34573287,2.3321314,0
-0.26701197,1.6046864,0
-0.28266734,1.38717,0
-0.2726237,1.4575846,0
-0.4523449,2.8998694,0
1.1697038,-1.1252915,0
-0.27061385,1.512614,0
-0.11090953,2.5914075,0
-0.269944,1.5309572,0
1.2602159,-0.87453544,0
0.23523706,2.0640836,1
-0.33456212,2.2624822,0
-0.28086466,1.6890643,0
-0.28152472,1.7962273,0
0.9121589,2.6281433,1
-0.29715407,2.0147274,0
1.1724019,-1.1095475,0
-1.0101181,5.611373,0
-0.28266734,1.38717,0
-0.269944,1.5309572,0
-0.2726237,1.4575846,0
1.1649817,-1.1528429,0
-0.2809747,1.7069247,0
1.2326182,-0.9604815,0
-0.29628897,1.9976486,0
0.6296291,4.7986355,1
-0.28718245,1.9057646,0
-0.33083856,2.239266,0
-0.27983856,1.4026757,0
1.1804975,-1.0623163,0
-0.27190036,3.522095,0
-0.28266734,1.38717,0
1.8990206,0.05548832,1
1.1845448,-1.0387007,0
-0.28266734,1.38717,0
-0.268604,1.5676435,0
-0.28286737,1.8680983,0
-0.5204194,3.2333477,0
1.166331,-1.144971,0
-0.4104529,2.694652,0
-0.65656835,3.9003046,0
-0.27983868,1.4026759,0
-0.28266734,1.38717,0
-0.2719536,1.4759277,0
-0.28266734,1.38717,0
1.3494751,3.091297,1
-0.7514896,4.363589,0
-0.30849713,2.0999677,0
-0.28549612,1.3716642,0
-0.2914973,1.9434308,0
-0.2809747,1.7069247,0
2.715253,4.6751046,1
-0.2423814,3.5183876,0
-0.2733944,1.4388214,0
0.47131383,2.2109406,1
1.1575919,2.7703617,1
-0.28268665,3.4203916,0
-0.2726237,1.4575846,0
1.206749,-0.9560214,0
-0.48376387,3.0537825,0
-0.2686041,1.5676434,0
2.5253434,5.541102,0
-0.26701197,1.6046864,0
1.533953,-0.46492234,1
-0.37179804,2.494646,0
-0.26927403,1.5493003,0
1.1710529,-1.1174194,0
-0.1868726,2.6102364,0
0.9898544,2.7669544,0
-0.26784235,1.5861164,0
-0.26784235,1.5861164,0
-0.2733944,1.4388214,0
-0.110373564,2.0671082,0
-0.27665377,1.418235,0
-0.5361288,3.3103044,0
-0.2667732,1.6411705,0
-0.5140721,4.6486883,0
-0.4732911,3.0024781,0
-0.3010499,2.0535347,0
-0.28163466,1.8140879,0
0.4813522,2.079533,1
1.977322,0.16031283,1
-0.15733415,2.7005496,0
-0.28086466,1.6890643,0
-0.28266734,1.38717,0
-0.269944,1.5309572,0
-0.2719536,1.4759277,0
-0.17353857,1.8726965,0
-0.07352067,2.0845566,0
-0.47852755,3.0281303,0
-0.28086466,1.6890643,0
-0.27128375,1.4942708,0
-0.28266737,1.38717,0
-0.2810846,1.7247852,0
-0.29628897,1.9976486,0
-0.3010499,2.0535347,0
-0.3010499,2.0535347,0
-0.33828592,2.2856987,0
1.1710529,-1.1174194,0
-0.2809747,1.7069247,0
-0.2667732,1.6411705,0
0.7545187,2.3198974,1
-0.2719536,1.4759277,0
-0.30477363,2.0767512,0
-0.26701197,1.6046864,0
-0.24643654,2.506468,0
-0.2726237,1.4575846,0
-0.34200937,2.3089151,0
-0.28141466,1.7783668,0
0.053624563,2.963037,0
-0.27061385,1.512614,0
-0.2667732,1.6411705,0
-0.28718245,1.9057646,0
-0.27266234,1.6566423,0
-0.562311,3.4385653,0
-0.5518386,3.387261,0
-0.27983868,1.4026759,0
-0.2667732,1.6411705,0
-0.29715407,2.0147274,0
-0.2733944,1.4388214,0
-0.27665377,1.418235,0
-0.10114587,2.382644,0
-0.269944,1.5309572,0
-0.28108466,1.7247853,0
-0.53612906,3.3103042,0
-0.2726237,1.4575846,0
-0.27983868,1.4026759,0
0.27504486,4.6665606,0
-0.32339162,2.1928332,0
0.28652734,2.5309591,0
-0.28266734,1.38717,0
-0.28141466,1.7783668,0
2.166604,4.508451,0
-0.28266734,1.38717,0
-0.268604,1.5676435,0
-0.28185463,1.849809,0
-0.2733944,1.4388214,0
-0.27266234,1.6566423,0
-0.5308923,3.2846522,0
-0.28086466,1.6890643,0
-0.2719536,1.4759277,0
-0.34200937,2.3089151,0
-0.28266734,1.38717,0
-0.26927403,1.5493003,0
-0.2726237,1.4575846,0
0.13102937,2.12747,1
-0.28266734,1.38717,0
0.5531037,2.1740158,0
-0.30849713,2.0999677,0
-0.27983868,1.4026759,0
-0.2667732,1.6411705,0
-0.27061385,1.512614,0
-0.26701197,1.6046864,0
-0.31594437,2.1464005,0
0.42234617,2.7690384,1
-0.27128375,1.4942708,0
-0.27128375,1.4942708,0
-0.2914973,1.9434308,0
-0.26784235,1.5861164,0
-0.27061385,1.512614,0
-0.2810846,1.7247852,0
-0.27128375,1.4942708,0
-0.37179804,2.494646,0
-0.32711506,2.2160494,0
-0.26701197,1.6046864,0
-0.27061385,1.512614,0
-0.2726237,1.4575846,0
-0.26701197,1.6046864,0
1.3226106,2.9382725,1
-0.81473166,4.658528,0
-0.26784235,1.5861164,0
-0.3010499,2.0535347,0
-0.28130466,1.7605064,0
2.4312117,0.8365283,1
-0.6146764,3.6950872,0
-0.2785516,1.6721143,0
1.1703784,-1.1213554,0
-0.269944,1.5309572,0
3.8729694,3.1025567,1
-0.268604,1.5676435,0
-0.27665377,1.418235,0
0.39284813,1.8394796,1
-0.18833882,2.7723804,0
-0.27061385,1.512614,0
-0.26784235,1.5861164,0
1.1717278,-1.1134835,0
-0.27983868,1.4026759,0
-0.2914973,1.9434309,0
-0.27339435,1.4388213,0
-0.40521646,2.6689997,0
-0.33828592,2.2856987,0
-0.27983868,1.4026759,0
-0.28266734,1.38717,0
1.17645,-1.0859319,0
-0.28718245,1.9057646,0
-0.08944792,2.3675458,0
-0.27266234,1.6566423,0
1.1751006,-1.093804,0
1.1710529,-1.1174194,0
2.5841684,1.1904472,1
-0.2733944,1.4388214,0
3.8403246,6.1129847,1
0.09215336,2.2694798,1
-0.26927403,1.5493003,0
-0.28163466,1.8140879,0
-0.2726237,1.4575846,0
-0.13121063,2.7623134,1
-0.28502485,1.8869314,0
-0.29628897,1.9976486,0
-0.57337373,4.778354,0
-0.27983868,1.4026759,0
-0.38950664,2.5920432,0
-0.27665377,1.418235,0
-0.2726237,1.4575846,0
-0.26784235,1.5861164,0
-0.27061385,1.512614,0
2.3429208,4.233173,1
-0.2667732,1.6411705,0
-0.2817446,1.8319484,0
-0.28152466,1.7962273,0
-0.38295156,3.3616855,0
0.06712525,2.23322,1
-0.27983868,1.4026759,0
-0.2719536,1.4759277,0
-0.27061385,1.512614,0
-0.30477363,2.0767512,0
-0.26784235,1.5861164,0
1.1710529,-1.1174194,0
-0.28266734,1.38717,0
-0.2726237,1.4575846,0
-0.37179804,2.494646,0
-0.15397698,3.2008975,0
-0.28185463,1.849809,0
1.1737512,-1.1016759,0
-0.11914677,1.8264415,1
-0.28130466,1.7605064,0
-0.29715407,2.0147274,0
-0.2719536,1.4759277,0
-0.022845931,2.1910636,1
-0.12707812,2.6565666,0
-0.28086466,1.6890643,0
1.2507702,2.9648228,1
2.4262938,0.84616137,1
-0.28141466,1.7783668,0
-0.27128375,1.4942708,0
-0.2809747,1.7069247,0
-0.2733944,1.4388214,0
-0.2726237,1.4575846,0
-0.28152472,1.7962273,0
-0.28502485,1.8869314,0
-0.39474338,2.6176953,0
-0.2719537,1.4759276,0
-0.27983856,1.4026757,0
-0.11136324,2.673061,0
0.39652282,2.1285372,1
-0.2726237,1.4575846,0
-0.29365486,1.962264,0
1.1804975,-1.0623163,0
-0.3570767,3.6894145,1
-0.11602504,2.4765327,1
-0.26927403,1.5493003,0
-0.28152472,1.7962273,0
-0.2726237,1.4575846,0
0.19687831,1.9699819,0
-0.2785516,1.6721143,0
1.416394,-0.72322285,1
-0.42190546,3.4298122,0
-0.268604,1.5676435,0
-0.67372626,3.9805489,0
-0.2726237,1.4575846,0
-0.31594437,2.1464005,0
-0.34200937,2.3089151,0
-0.28502485,1.8869314,0
-0.67282254,3.978498,0
-0.23663634,3.0336604,0
-0.3643508,2.4482133,0
-0.27665377,1.418235,0
-0.27061385,1.512614,0
-0.28141466,1.7783668,0
-0.2667732,1.6411705,0
-0.2893399,1.9245977,0
0.5808186,2.2441843,1
-0.6981799,4.091118,0
-0.11096383,2.4544685,0
1.1703784,-1.1213554,0
-0.4104529,2.694652,0
0.28069228,1.7619025,1
-0.2785516,1.6721143,0
-0.2726237,1.4575846,0
-0.28152472,1.7962273,0
-0.5024136,3.137412,0
-0.16710085,3.0358171,1
-0.27665377,1.418235,0
-0.2817446,1.8319484,0
-0.26701197,1.6046864,0
-0.28141466,1.7783668,0
2.6572266,4.5782757,1
-0.2733944,1.4388214,0
-0.32711506,2.2160494,0
-0.28266734,1.38717,0
-0.76740676,4.4410295,0
-0.2809747,1.7069247,0
-0.3010499,2.0535347,0
0.48519903,2.0561442,0
-0.2810846,1.7247852,0
-0.2719536,1.4759277,0
-0.27983868,1.4026759,0
-0.27266234,1.6566423,0
-0.2661816,1.6232562,0
-0.36062717,2.424997,0
0.2200098,1.9529682,0
-0.26701197,1.6046864,0
-0.2810846,1.7247852,0
-0.27128375,1.4942708,0
-0.5577741,3.4145,0
-0.2726237,1.4575846,0
-0.5466023,3.3616087,0
-0.2667732,1.6411705,0
1.16768,-1.137099,0
-0.268604,1.5676435,0
-0.2719536,1.4759277,0
-0.28119457,1.7426459,0
-0.29715407,2.0147274,0
-0.2726237,1.4575846,0
-0.2733944,1.4388214,0
0.05707454,2.0454009,1
-0.27665377,1.418235,0
-0.29801935,2.031806,0
-0.28718245,1.9057646,0
0.30255252,3.0362568,1
-0.28152472,1.7962273,0
-0.2719536,1.4759277,0
1.1777993,-1.0780598,0
-0.2785516,1.6721143,0
-0.27983868,1.4026759,0
-0.3122207,2.123184,0
-0.27061385,1.512614,0
1.1751006,-1.093804,0
-0.27128375,1.4942708,0
-0.5832574,3.541174,0
-0.2785516,1.6721143,0
-0.30477363,2.0767512,0
1.1724019,-1.1095475,0
-0.11681051,2.5578375,0
-0.27665377,1.418235,0
-0.28119457,1.7426459,0
-0.28266734,1.38717,0
-0.28086472,1.6890643,0
-0.28108466,1.7247853,0
2.265835,0.62472916,1
-0.3010499,2.0535347,0
-0.2733944,1.4388214,0
0.010306887,3.1472955,0
-0.26784235,1.5861164,0
1.1737512,-1.1016759,0
-0.268604,1.5676435,0
-0.37179804,2.494646,0
-0.2726237,1.4575846,0
-0.26927403,1.5493003,0
-0.33456212,2.2624822,0
-0.28185463,1.849809,0
-0.2914973,1.9434308,0
-0.28163466,1.8140879,0
-0.269944,1.5309572,0
-0.4788006,4.5889807,0
-0.2667732,1.6411705,0
0.3704868,1.919989,1
-0.32339162,2.1928332,0
1.16768,-1.137099,0
-0.2661816,1.6232562,0
-0.27061385,1.512614,0
-0.31832474,3.2216368,0
-0.63038605,3.7720437,0
0.5835648,2.3608289,1
-0.26784235,1.5861164,0
2.3217409,0.6629015,1
1.17645,-1.0859319,0
-0.09307111,1.9745442,0
-0.50471026,3.1563911,0
1.173077,-1.1056117,0
-0.2678423,1.5861164,0
-0.26927403,1.5493003,0
-0.30849713,2.0999677,0
-0.27665377,1.418235,0
0.4329841,2.0390406,0
-1.1739076,8.854838,1
0.77563864,2.307692,1
-0.6356222,3.7976959,0
-0.27665377,1.418235,0
0.4716835,2.1047852,0
6.7474027,7.6031427,1
-0.019868203,2.002554,1
-0.28086466,1.6890643,0
-0.28130466,1.7605064,0
-0.2809747,1.7069247,0
1.1771246,-1.0819958,0
-0.069780655,2.5798242,0
-0.018925019,2.11305,0
0.6435304,2.2906637,1
-0.2661816,1.6232562,0
-0.27983868,1.4026759,0
0.6318398,2.3897443,0
-0.50471026,3.1563911,0
1.1561333,2.889769,0
-0.2726237,1.4575846,0
0.11380308,2.8557982,1
-0.2667732,1.6411705,0
2.3330388,0.68629086,1
-0.27128375,1.4942708,0
-0.043936796,2.1689267,1
-0.27061385,1.512614,0
-0.285025,1.8869315,0
-0.21152538,3.0565567,1
-0.28502485,1.8869314,0
-0.26927403,1.5493003,0
-0.29715407,2.0147274,0
-0.3531803,2.3785641,0
-0.268604,1.5676435,0
-0.28163466,1.8140879,0
-0.269944,1.5309572,0
-0.27983868,1.4026759,0
-0.26701197,1.6046864,0
-1.3584238,8.870334,0
1.1865689,-1.0268928,0
-0.26927403,1.5493003,0
-0.28119457,1.7426459,0
-0.27665377,1.418235,0
-0.28266734,1.38717,0
-0.28141466,1.7783668,0
-0.2661816,1.6232562,0
-0.26927403,1.5493003,0
-0.2809747,1.7069247,0
-0.26784235,1.5861164,0
-0.27128375,1.4942708,0
-0.27061385,1.512614,0
1.1771246,-1.0819958,0
-0.48900038,3.0794346,0
-0.2785516,1.6721143,0
-0.28266734,1.38717,0
-0.5361288,3.3103044,0
-0.269944,1.5309572,0
-0.3010499,2.0535347,0
1.2577246,3.0289874,1
1.2044142,3.0216215,1
-0.2871825,1.9057647,0
-0.28086466,1.6890643,0
1.1710529,-1.1174194,0
-0.2785516,1.6721143,0
-0.2810846,1.7247852,0
1.3800044,-0.78863215,1
-0.27983868,1.4026759,0
-0.33828592,2.2856987,0
-0.24282414,3.0586412,0
-0.26784235,1.5861164,0
-0.269944,1.5309572,0
0.39277095,1.9721175,1
-0.27983868,1.4026759,0
-0.28163466,1.8140879,0
-0.28266734,1.38717,0
-0.2719536,1.4759277,0
-0.268604,1.5676435,0
-0.106509514,2.5138965,0
-0.2809747,1.7069247,0
0.010996036,4.655187,1
-0.269944,1.5309572,0
-0.2893399,1.9245977,0
-0.28130466,1.7605064,0
-0.2733944,1.4388214,0
-0.2661816,1.6232562,0
-0.27665377,1.418235,0
-0.2661816,1.6232562,0
-0.269944,1.5309572,0
-0.28502485,1.8869314,0
-0.26927403,1.5493003,0
0.7618788,2.4684083,1
-0.28108466,1.7247853,0
-0.26927406,1.5493003,0
-0.4104529,2.694652,0
-0.268604,1.5676435,0
1.1697038,-1.1252915,0
-0.115407415,2.3676748,0
-0.2667732,1.6411705,0
-0.28286737,1.8680983,0
-0.269944,1.5309572,0
-0.268604,1.5676435,0
-0.2726237,1.4575846,0
-0.28130466,1.7605064,0
1.174426,-1.0977397,0
-0.28086466,1.6890643,0
1.7340058,4.0695343,0
-0.2667732,1.6411705,0
-0.2735188,2.7053244,0
-0.27983868,1.4026759,0
-0.27665377,1.418235,0
1.1697038,-1.1252915,0
1.0202422,2.570064,1
-0.28086466,1.6890643,0
-0.32631046,2.9920087,0
-0.2733944,1.4388214,0
-0.3122207,2.123184,0
-0.37179804,2.494646,0
-0.26927403,1.5493003,0
-0.2785516,1.6721143,0
-0.4366356,2.822913,0
-0.2785516,1.6721143,0
1.1703784,-1.1213554,0
-0.27665377,1.418235,0
0.16373974,2.0617692,0
1.1717279,-1.1134834,0
-0.36062717,2.424997,0
-0.28266734,1.38717,0
-0.28266734,1.38717,0
-0.28141466,1.7783668,0
-0.2661816,1.6232562,0
-0.2733944,1.4388214,0
1.1683549,-1.1331631,0
-0.28119457,1.7426459,0
-0.27128375,1.4942708,0
-0.269944,1.5309572,0
-0.44710833,2.874217,0
-0.28286737,1.8680983,0
-0.28286737,1.8680983,0
-0.2733944,1.4388214,0
-0.27983868,1.4026759,0
-0.28266734,1.38717,0
0.95884615,2.5717378,1
-0.28286737,1.8680983,0
-0.27128375,1.4942708,0
1.1919653,-0.9954053,0
-0.2667732,1.6411705,0
-0.27061385,1.512614,0
-0.28141466,1.7783668,0
-0.27983868,1.4026759,0
-0.2726237,1.4575846,0
-0.27983868,1.4026759,0
1.1825212,-1.0505084,0
-0.26701197,1.6046864,0
0.08213293,1.8397235,1
-0.28266734,1.38717,0
-0.38950688,2.5920432,0
-0.27128375,1.4942708,0
-0.15265495,3.0489888,0
-0.2810846,1.7247852,0
-0.32711506,2.2160494,0
-0.2661816,1.6232562,0
-0.037344284,2.3674815,0
-0.28163466,1.8140879,0
1.2959388,-0.8620744,0
-0.26784235,1.5861164,0
0.0069888756,2.0253854,1
-1.0660845,5.8899713,0
-0.26784235,1.5861164,0
-0.29542387,1.9805698,0
-0.2817446,1.8319484,0
-0.27665377,1.418235,0
-0.27061385,1.512614,0
1.1825212,-1.0505084,0
-0.2719536,1.4759277,0
-0.3122207,2.123184,0
-0.27266234,1.6566423,0
-0.26927403,1.5493003,0
-0.3842706,2.566391,0
-0.27061385,1.512614,0
1.4934897,-0.6289302,1
-0.025788434,1.9093708,0
-0.27128375,1.4942708,0
-0.269944,1.5309572,0
-0.27061385,1.512614,0
-0.27266234,1.6566423,0
-0.2914973,1.9434308,0
-0.2733944,1.4388214,0
-0.28097463,1.7069246,0
1.1744257,-1.0977398,0
-0.26784235,1.5861164,0
-0.113433905,2.588758,0
1.1545695,2.7481377,1
-0.40521646,2.6689997,0
-0.32339162,2.1928332,0
-0.2667732,1.6411705,0
-0.26927403,1.5493003,0
-0.018191285,2.1411965,0
-0.26701197,1.6046864,0
-0.28266734,1.38717,0
-0.2733944,1.4388214,0
-0.269944,1.5309572,0
-0.41568947,2.7203043,0
-0.56754786,3.4642174,0
-0.26701197,1.6046864,0
-0.2667732,1.6411705,0
-0.28163466,1.8140879,0
-0.29628897,1.9976486,0
-0.27128375,1.4942708,0
-0.30477363,2.0767512,0
-0.2810846,1.7247852,0
-0.28086466,1.6890643,0
-0.27266234,1.6566423,0
-0.2719536,1.4759277,0
-0.2893399,1.9245977,0
-0.28502485,1.8869314,0
-0.268604,1.5676435,0
-0.2661816,1.6232562,0
-0.34200937,2.3089151,0
2.1736858,3.9670746,1
-0.27128375,1.4942708,0
-0.28119466,1.7426457,0
-0.64085895,3.8233485,0
-0.2810846,1.7247852,0
-0.27665377,1.418235,0
1.1683549,-1.1331631,0
-0.28086466,1.6890643,0
-0.18555003,2.9577496,0
1.1906165,-1.0032772,0
-0.44710833,2.874217,0
-0.008180924,2.5182168,0
-0.2661816,1.6232562,0
-0.2893399,1.9245977,0
-0.28266734,1.38717,0
-0.29628897,1.9976486,0
-0.2785516,1.6721143,0
1.17645,-1.0859319,0
-1.2343296,6.7126317,0
-0.28152472,1.7962273,0
-0.27128375,1.4942708,0
-0.2733944,1.4388214,0
-0.27128375,1.4942708,0
0.78382164,2.5689993,0
-0.8043423,6.190768,0
-0.27983868,1.4026759,0
0.04408788,2.0664685,0
0.19577962,2.2846336,0
-0.2893399,1.9245977,0
-0.27665377,1.418235,0
-0.26701197,1.6046864,0
0.18697637,2.0973127,1
-0.28152472,1.7962273,0
-0.28152466,1.7962273,0
-0.2726237,1.4575846,0
-0.26784235,1.5861164,0
-0.27983868,1.4026759,0
2.4759405,0.90629166,1
-0.025077827,1.9697094,1
-0.269944,1.5309572,0
-0.29542387,1.9805698,0
-0.28163466,1.8140879,0
-0.28266734,1.38717,0
-0.2661816,1.6232562,0
-0.2719536,1.4759277,0
1.1697038,-1.1252915,0
-0.27128375,1.4942708,0
-0.60065323,5.3659377,0
-0.2726237,1.4575846,0
-0.27061385,1.512614,0
-0.2667732,1.6411705,0
-0.2810846,1.7247852,0
-0.27128375,1.4942708,0
-0.26927403,1.5493003,0
-0.31966794,2.1696167,0
-0.2726237,1.4575846,0
2.752724,1.3552966,1
1.1643074,-1.1567788,0
0.28270823,1.7636244,1
1.1683549,-1.1331631,0
-0.039270587,2.28333,0
-0.2726237,1.4575846,0
-0.28185463,1.849809,0
-0.2810846,1.7247852,0
-0.37924504,2.541079,0
-0.6932238,4.0798697,0
-0.38153356,3.2775855,0
-0.27266234,1.6566423,0
-0.5780209,3.5155218,0
-0.28718245,1.9057646,0
-0.19084734,3.259148,0
0.34284395,2.6847525,0
-0.2733944,1.4388214,0
-0.37552154,2.5178626,0
2.5776443,1.1139445,0
-0.26701197,1.6046864,0
2.325182,4.4357576,1
-0.2726237,1.4575846,0
-0.27061385,1.512614,0
-0.268604,1.5676435,0
-0.2726237,1.4575846,0
-0.28130466,1.7605064,0
1.1838703,-1.0426363,0
-0.27061385,1.512614,0
2.3243601,4.173869,1
-0.49423712,3.1050868,0
-0.27266234,1.6566423,0
-0.2810846,1.7247852,0
-0.269944,1.5309572,0
-0.36807442,2.4714296,0
-0.269944,1.5309572,0
-0.28152472,1.7962273,0
-0.2785516,1.6721143,0
1.1858943,-1.0308288,0
-0.29365486,1.962264,0
-0.27128375,1.4942708,0
-0.3010499,2.0535347,0
-0.2766538,1.418235,0
-0.27983856,1.4026757,0
-0.28086466,1.6890643,0
-0.27061385,1.512614,0
-0.29801935,2.031806,0
-0.2733944,1.4388214,0
-0.27128375,1.4942708,0
-0.27983868,1.4026759,0
-0.089450665,2.723437,0
0.35928297,1.8852913,0
-0.28163466,1.8140879,0
-0.1286797,2.7096386,0
-0.2810846,1.7247852,0
-0.2719536,1.4759277,0
-0.39997983,2.6433477,0
-0.12994415,2.7356877,0
-0.27983868,1.4026759,0
-0.3010499,2.0535347,0
-0.2719536,1.4759277,0
-0.28718245,1.9057646,0
-0.2785516,1.6721143,0
-0.2817446,1.8319484,0
-0.2810846,1.7247852,0
-0.28266734,1.38717,0
-0.80985457,4.6475387,0
-0.35639375,3.6900373,0
0.31729728,3.0684068,1
-0.3010499,2.0535347,0
-0.27266234,1.6566423,0
-0.2817446,1.8319484,0
-0.34573287,2.3321314,0
0.4058826,1.9204527,1
-0.28266737,1.38717,0
-0.37552166,2.5178626,0
-0.03228558,2.016897,0
-0.27128375,1.4942708,0
-0.54136497,3.3359563,0
-0.3643508,2.4482133,0
-0.02557338,2.1334481,1
-0.26784235,1.5861164,0
-0.28130466,1.7605064,0
-0.2719536,1.4759277,0
-0.2266702,3.0733705,0
-0.48900038,3.0794346,0
-0.10607434,2.3227181,0
-0.2726237,1.4575846,0
-0.13926369,2.9387074,0
-0.2893399,1.9245977,0
-0.27266234,1.6566423,0
-0.27665377,1.418235,0
-0.06308211,2.1214552,0
-0.34521228,3.0963922,0
-0.27266234,1.6566423,0
-0.28266734,1.38717,0
-0.31966794,2.1696167,0
-0.2733944,1.4388214,0
-0.42616254,2.7716084,0
2.1800628,0.4938328,1
-0.34465116,3.5486264,1
-0.7923525,4.5526657,0
-0.14759737,2.7779949,1
3.7119856,2.8658857,1
-0.2719536,1.4759277,0
-0.27665377,1.418235,0
-0.269944,1.5309572,0
-0.27128375,1.4942708,0
-0.3122207,2.123184,0
-0.26784235,1.5861164,0
1.1845448,-1.0387007,0
-0.268604,1.5676435,0
-0.27061385,1.512614,0
